pahem+pidi	pahem+bidi
nemad	nende
sakslane	`sakslased
ja	ja
kes	kiss
nemad	nad
olema	`ollid
seal	säl
ja	ja
laskma	lasid
ja	ja
eks	eks
nemad	nad
seda+viisi	seda+visi
saama	said
surma	`surma
nõnda	nenna
nõnda	nenna
et	et
kaks	kaks
sõja+vägi	söea+väge
minema	läksid
nüüd	nüid
vastakuti	vastatti
jah	jahh
nii+moodi	nii+`moodi
see	see
Partsi	Partsi
rahvas	rahvas
need	need
teadma	`teadvad
see	seda
asi	`asja
paremini	parem
e	e
ütlema	`ütleme
kes	kis
seal	säl
elama	elavad
need	need
teadma	`teadvad
täpselt	`täpselt
kuidas	kuidas
see	see
e	e
see	see
laskmine	`laskmine
seal	säl
olema	`olli
ja	ja
mis+moodi	mis+`moodi
mida+viisi	mida+`viisi
ei	äi
ei	äi
olema	ole
ei	äi
teadma	tea
ütlema	üttelda
ei	äi
olema	ole
ei	äi
olema	ole
kuulma	kuuln
ei	äi
teadma	tea
mitte	`mitte
miski	midad
ei	äi
mitte	`mitte
mitte	`mitte
miski	midad
ei	äi
teadma	tea
jutustama	juttusta
ah	ahh
näh	nähh
see	see
a	a
väike	`väiksem
kivi	kivi
mis	mis
olema	on
see	see
a	a
nii+sama	nii+sama
kui	kui
üks	üks
põld	pöllu
sees	sees
olema	oleks
kivi	kivi
olema	olevad
ei	äi
teadma	tea
see	see
see	see
olema	on
muidugi	muidud
see	see
Kukka	`Kukka
Suur+kivi	Suur+kivi
olema	on
nüüd	nid
vada	vada
seal	sääl
kus	kus
teie	te
käima	käisitte
muu	muud
nimi	nime
ei	äi
teadma	tea
mitte	`mitte
miski	midad
seal	seal
olema	olevad
muu	muud
see	see
ah	ahh
see	see
see	see
mis	mis
siin	siin
olema	onn
mina	ma
veel	veel
noor	noor
kui	kui
mina	ma
minema	läksin
mõis	`möisa
kartul	`karduld
panema	panema
mina	mu
õde	höde
olema	oli
suiline	`suiliseks
e	e
see	see
mis	mis
olema	oli
nüüd	nüid
leht	lehes
mis	miss
e	e
mm	mm
vana	vanade
kodu	kodu
olema	onn
saama	sai
kümme	kümme
rubla	rubla
kuu	kuus
ja	ja
tulema	`tulli
kodu	kodu
ütlema	`ütles
et	et
tulema	tule
kartul	`kardult
panema	panema
et	et
e	e
teenima	teenid
oma	omale
ka	kaa
kleit	kleidi
riie	`riide
raha	raha
kus	kus
sina	sa
võtma	vöttad
mina	mina
mina	mul
olema	oll
nii	nii
häda	häda
minema	`menna
et	et
et	et
et	et
et	et
et	et
mina	maa
nii	nii
noor	noor
veel	veel
mina	maa
ei	äi
teadma	tea
mis	mis
mina	ma
olema	oli
siis	siis
mina	maa
olema	oll
ikka	`ikke
ikka	`ikke
viis	viije
neli	nelja
neli+teist	nelja+`teisme
aastane	`oostane
või	vöi
mis	mis
mina	ma
olema	`ollin
noh	nohh
aga	aga
minema	läksid
ikka	`ikke
olema	`ollin
olema	`ollime
ikka	`ikka
rutune	ruttust
küll	küll
ka	ka
ja	ja
need	ne
mõni	möni
olema	`olli
ju	ju
nii	nii
kangesti	`kangest
nobe	nobe
minema	läks
ikka	`ikka
edasi	edasi
mõni	möni
naerma	`naeris
häh	hähh
mis	mis
siit	siit
saama	saab
et	et
olema	pole
nii	nii
rutt	`ruttus
olema	oln
jääma	jähin
nemad	nende
seltsi	`seltsi
ja	jaa
olema	pole
mina	mul
häda	häda
olema	oln
siis	siis
enam	änam
miski	midad
mina	mena
käima	`käisin
mõis	`möisas
töö	tööl
küll	küll
ja	ja
küll	küll
kõige	keige
kõige	keige
viimane	viimane
e	e-e
mõisa+töö	`möisa+döö
olema	`olli
mina	mull
kolm+teist	kolme+`teisme
aasta	oosta
sügis	sügise
käima	käisin
Suure+mõisa	Suure+`möisas
kartul	`karduld
võtma	`vötmas
siis	siis
olema	`olli
veel	veel
see	see
aeg	aeg
ka	kaa
et	et
kui	kui
sina	sa
viis	viis
rubla	rubla
kuskil	`kuskil
teenima	`teenist
siis	siis
saama	said
ikka	`ikka
kuld	kulla
saama	said
kuld	kulla
vask	vased
ja	ja
aga	aga
ega	äga
see	see
olema	pole
siis	siis
see	see
olema	on
nüüd	nüid
nii+samuti	nii+sama
nagu	nagu
nüüd	nüid
paber	paber
et	et
see	see
kulutama	kuluttad
ikka	`ikka
ära	ära
aga	aga
nüüd	nüid
olema	pole
need	neid
asi	`asju
nägema	`nähja
enam	änam
noh	nohh
eks	eks
mõni	mönes
koht	kohas
olema	`olle
ka	kaa
jagu	jägu
andma	`antta
kätte	`kätte
aga	aga
aga	aga
na	naa
meie	`meittel
olema	`olle
ikka	`ikka
päev	päeva
töö	töö
kartul	`kardula
panemine	panemine
ja	ja
e	e-e
ja	ja
aga	aga
kartul	`kardult
võtma	`veetti
küll	küll
ka	kaa
see	seda
moodi	`moodi
et	et
jagu	jägu
jagu	jäu
pärast	pärast
ega	ega
kui	kui
mina	mena
võtma	`vötmas
olema	`olli
siis	siis
olema	`olli
päev	pääva
viisi	viisi
aga	aga
mina	mu
õde	höde
käima	käis
võtma	`vötmas
siis	siis
olema	`olle
e	e
olema	`olle
saama	sai
see	se
saama	sai
see	se
kolm	kolm
kopikas	koppigud
männik	männigu
pealt	päält
mis	mis
moodi	`moodi
see	see
olema	oll
kümme	`kümne
männikune	männigune
käru	käru
olema	`olle
siis	sis
saama	said
see	see
pealt	pält
kolm+kümmend	kolm+gümmend
kopikas	koppigud
männik	männik
e	e
männik	männik
e	e
kaaluma	`kaalus
neli+kümmend	neli+gümmend
kilo	kilu
nägema	näe
vanasti	vanast
olema	`olle
männik	männik
männik	männik
ja	ja
külim	külimit
ja	ja
selline	söust
asi	asjad
nüüdne	`nüitse
aeg	aea
inimene	inimest
ei	äi
teadma	tea
mis	mis
asi	asjad
need	nee
olema	on
mis	mes
asi	asja
mõõt	mööt
üks	üks
mõõt	mööt
jah	jahh
männik	männik
ja	ja
tünder	`tünder
ja	ja
puud	puud
ja	ja
nii+sugune	niisugust
meie	`meittele
õpetama	öppedi
õpetama	öppedi
kool	`koolis
e	e-e
üks	üks
kümme	kümme
puud	`puuda
üks	üks
puud	puud
neli+kümmend	neli+gümmend
nael	`naela
üks	üks
nael	nael
kolm+kümmend+kaks	kolm+gümmend+kaks
lood	`loodi
üks	üks
lood	lood
mina	mu
meel	`meeles
see	seda
olema	pole
mitu	mittu
solotnik	so`lotnikku
see	see
olema	oll
need	nee
olema	on
need	nee
olema	old
vana+aegne	vana+`aegsed
mõõt	möödud
nii+samuti	nii+sama
olema	olli
pikkus	pitkuse
mõõt	möödud
hüüdma	`öötti
see	seda
üks	üks
verst	vörst
viis+sada	viis+sada
süld	`sülda
üks	üks
süld	süld
seitse	seitse
jalg	`jalga
üks	üks
jalg	jalg
kaks+teist	kaks+teist
toll	`tolli
üks	üks
toll	toll
kümme	kümme
liin	`liini
see	see
olema	oll
pikkus	pitkuse
mõõt	mööt
jaa	jaa
e	e
need	neid
ajama	`aedi
vahel	vahest
lahti	`lahti
ka	kaa
aga	aga
siis	siis
võtma	`vöötti
küll	küll
kinnine	`kinnisest
vagu	vaust
kui	kui
mina	mina
kui	kui
mina	mina
olema	`ollin
seal	säal
mina	maa
võtma	`vötsi
kaks	kaks
nädal	nädald
võtma	`vetsin
sedasi	sedasi
küürus	`küirus
olema	pole
põlvili	pölitti
panema	pannund
aga	aga
siis	siis
olema	oll
selg	`selgas
nii	nii
valu	valu
et	et
siis	siis
panema	pand
põlvili	pölitti
hakkama	`akkasid
roomama	`roomama
ja	ja
ja	ja
võtma	`vötsin
kartul	`kardult
jah	jaah
ja	ja
siis	siis
need	neid
need	neid
ikka	`ikka
ajama	aeadi
mõni	mönes
koht	kohas
lahti	`lahti
ka	kaa
aga	aga
see	sene
aeg	aea
sees	sees
kui	kui
mina	mina
seal	seal
võtma	`vötsi
siis	siis
võtma	`vöötti
küll	küll
kinnine	`kinnisi
vagu	vagusid
mina	mina
käima	käisin
Suure+mõisa	Suure+`möisas
jah	jahh
mina	ma
käima	käisi
ikka	`ikka
palju	palju
tegu	teol
siin	si
Partsi	Partsi
mõis	`möisas
siin	sii
mina	ma
käima	käisi
alati	alatti
töö	tööl
aga	aga
aga	aga
Suure+mõisa	Suure+`möisas
üks	ühe
kord	korra
käima	käisin
e	e
no	no
mina	mina
see	seda
hektar	`ektaritte
järele	järele
ei	äi
teadma	tea
mitte	`mitte
ütlema	üttelda
küll	küll
üks	üks
suur	suur
mõis	möis
olema	`olli
ja	ja
mis	mida
seal	sääl
olema	`ollid
mitme+sugune	`mitme+sugused
loom	loomad
seal	sääl
olema	`ollid
lehm	lehmad
mina	mu
õde	höde
olema	oli
lehm	`lehte
e	e-e
korraldaja	korraldaeaks
seal	sääl
ja	ja
ja	ja
seal	sääl
olema	old
siga	siad
seal	sääl
olema	old
selline	`söuksed
mina	minu
mina	mina
ei	äi
teadma	tea
mitte	`mitte
kui	kui
suur	suur
see	see
olema	oll
jah	jaah
jah	jaah
ikka	`ikka
maksma	`maksis
e	e-e
iga	ega
aasta	`aasta
e	e-e
mina	maa
ei	äi
teadma	tea
mis	miss
meie	meil
olema	`olli
olema	oli
kaheksa+kümmend	kaheksa+gümmend
rubla	rubla
see	see
andma	`andis
korjama	korjatta
e	e
aga	a
aga	aga
meie	meil
olema	pole
meie	meil
olema	`olli
aga	a
kes	killel
olema	`olli
nüüd	nüid
teo+mees	tiu+mees
üks	üks
kes	kellel
üks	üks
lehm	`lehmde
juures	juures
või	vöi
või	vöi
või	vöi
sulane	sulaseks
või	vöi
siis	siis
see	selle
palk	palgast
võtma	`veetti
maha	maha
siis	siss
siis	siss
olema	pole
siis	siis
olema	pole
maksma	`maksta
olema	oln
mina	minul
see	see
õde	höde
mis	mis
seal	sääl
vanade+kodu	vanade+kodu
praegu	`praega
juba	juba
olema	onn
terve	`terve
oma	oma
noor	noore
iga	ea
käima	käiss
olema	`olle
tegu	tiul
olema	`olle
mõis	`möisa
töö	tööl
ei	äi
olema	ole
kui	kui
mina	mina
juba	juba
e	e-e
mina	mina
mäletama	mälettan
olema	olin
kolme+aastane	kolme+`aastane
kui	kui
olema	old
mina	mu
vend	venna
vend	venna
varrud	varrud
siis	siis
mina	ma
mäletama	mälettan
et	et
elama	elasime
suitsu+maja	suitsu+maeas
kas	kas
teie	te
teadma	`teatte
kus	kuss
nüüd	nüid
e	e-e
seal	sääl
seal	sääll
Palu+küla	Palu+gülas
rebane	rebased
olema	onn
seal	sääl
seal	sääl
mina	mina
olema	olen
sündima	`sündin
ja	ja
seal	sääl
mina	mina
elama	elasin
e	e
siis	siis
elama	elasid
suitsu+maja	suitsu+maeas
aga	aga
seal	sääl
maja	maea
ots	`otsas
olema	`olli
siis	siis
üks	üks
pisike	pisine
nagu	nagu
kuur	kuur
üks	üks
pisike	pisigene
aken	akke
olema	`olli
peal	pääl
nagu	nagu
nagu	nagu
siit	siit
ka	kaa
tulema	tuleb
kaks	kaks
ruut	`kruuttu
olema	on
ka	ka
veel	veel
suur	suuremad
kui	kui
see	see
kui	kui
see	see
aken	akke
olema	on
seal	sääl
sees	sees
siis	siis
e	e
see	see
olema	oli
see	selle
jaoks	jäuks
et	et
inimene	inimesed
magama	magasid
siis	siiss
ja	ja
sööma	söid
seal	seal
sees	sees
kui	kui
kui	kui
kui	kui
jälle	`jälle
rehi	rehest
peksma	peksedi
aga	a
kui	kui
rehi	rehed
valmis	`valmis
olema	olid
siis	siis
käima	`käidi
luud	luuwaga
üle	üle
sein	`seinde
ja	ja
minema	`mindi
sisse	`sisse
elama	elama
jälle	`jälle
jah	joahh
mina	mina
mäletama	mälettan
küll	küll
veel	veel
kuidas	kuidas
ema	ema
kolle	`koldes
kui	kui
esiti	esitti
tema	ta
tuli	tuld
tegema	tegi
ajama	aeas
tuba	toa
suits	`suitsu
täis	täis
aga	aga
viimaks	`viimaks
siis	siis
suits	suits
kerkima	`kärkkis
kõrgemale	`körgemale
ja	ja
seal	sääl
lagi	lae
all	all
olema	`olle
auk	auk
sealt	säält
minema	läks
siis	siis
välja	`välja
ja	ja
nii	nii
kangesti	`kangest
mina	mu
meel	`meeles
et	et
kui	kui
mina	ma
suitsu+tuba	suitsu+doas
elama	elasin
jaa	jaa
jah	jahh
ikka	`ikke
ikka	`ikke
noh	nohh
meie	meil
e	e
meie	meil
rehe+tuba	rehe+duas
olema	on
praegu	`praegu
nii+sugune	nii+sugune
ahi	ahi
mis	mis
ahi	ahju
ees	ees
olema	oll
siis	sis
selline	`söukke
suur	sur
ja	ja
puu	puu
pikk	pitk
pikk	pitk
puu	puu
olema	oli
seal	sääl
ja	ja
siis	siis
üks	üks
puu+kook	puu+gook
olema	oli
seal	sääl
ja	ja
siis	sis
katel	kattel
olema	`olle
seal	sääl
ots	`otsas
ja	ja
kõik	köik
suits	suits
tulema	tuli
tuba	`tuppa
puha	puhas
mis	miss
kolle	`koldes
keetma	keededi
ei	äi
ei	äi
maja	maeal
olema	pole
noh	nohh
eks	eks
suvi	suvel
olema	oli
siis	s
ikka	`ikka
õu	öuwes
ka	ka
üks+vahe	üks+vahe
kivi	kivi
hunnik	hunnik
või	vöi
miski	midad
kivi	kivide
vahel	vahel
vahel	vahel
keetma	keededi
aga	aga
talv	`talvel
kõik	keik
tegema	tehedi
tuba	tuas
näh	nähh
pidama	pidid
mahtuma	`mahtuma
see	seda
üks+kõik	üks+keik
kuidas	kuidas
see	seda
nii+palju	nii+balju
vast	vast
kui	kui
koika	koikkasid
tegema	`tehti
et	et
et	et
pidama	pidid
mahtuma	`mahtuma
mina	mu
meel	`meeles
praegu	`praegu
veel	veel
kus	kuss
isa	isa
ja	ja
ema	ema
voodi	`voodi
olema	`olle
ja	ja
seal	sääl
ja	ja
muist	muist
muist	muist
magama	magasid
pars	parsil
inimene	inimesed
pars	partte
peale	`pääle
panema	`pandi
e	e
laud	lauwad
ja	ja
magama	magasid
seal	sääl
ei	äi
ei	äi
need	nee
mina	mu
meel	`meeles
küll	küll
veel	veel
mina	mu
mina	mu
vana	vanemad
õde	höed
ja	ja
vend	vennad
elama	elast
pars	parsil
magama	magast
pars	parsil
kardas	karsas
olema	`olle
all	all
minema	läksid
pars	parsile
ja	ja
ja	ja
magama	magasid
seal	sääl
jah	jahh
rend	rend
olema	`olle
rend	rend
olema	`olle
üks	üks
igavene	igavene
mh	mh
pikk	pitk
nagu	nagu
see	see
see	see
panema	paneb
pool	poole
pikk	pitkemaks
ja	ja
e	e
puu	puu
puu	puu
klänk	klänk
või	vöi
jalg	jalg
olema	`olle
siin	sii
all	all
ja	ja
e	e
laud	laud
olema	`olle
peal	pääl
ja	ja
siis	siss
seal	sääl
seal	sääl
peal	pääl
sööma	`söödi
hüüdma	`hüitti
hüüdma	`hüitti
ka	kaa
rend	rend
jah	jahh
kule	kule
siin	sii
nii	nii
pikk	pitk
kui	kui
laud	laud
olema	`olli
nii	nii
pikk	pitk
olema	`olli
pink	pink
ka	kaa
teine	teine
ees	ees
teine	teine
taga	taga
ja	ja
ja	ja
istuma	`istust
seal	seal
peal	peal
kõik	köik
e	e
noh	nooh
mina	minu
meel	`meeles
ei	äi
olema	ole
aga	aga
puu	puu
kauss	kausid
olema	`ollid
puu	puust
olema	`olli
tegema	`tehtud
ja	ja
e	e-e
ega	äga
nii+samuti	nii+sama
nagu	nagu
nüüd	nüid
ei	äi
olema	ole
nagu	nagu
nagu	nagu
mh	mhh
meie	meil
tema	ta
vist	vist
praegu	praet
veel	veel
üks	ühes
koht	kohas
mina	maa
ep	p
teadma	tea
kus	kus
tema	ta
olema	onn
nii+sugune	nii+sugune
savi+kauss	savi+gauss
ju	ju
see	see
ikka	ikkee
ikka	ikke
sügav	sügavad
puu	puu
puu+kauss	puu+gausid
olema	ond
need	neid
olema	`olli
suur	`suuri
need	neid
olema	`olli
väike	`väiksid
puu	puu
kauss	`kaussisid
ja	ja
puu	puu
lusikas	lusigud
ja	ja
siis	siis
e	e-e
olema	olle
hüüdma	`hüitti
koost	koost
e	e
koost	koost
jah	jahh
jaa	jaa
see	see
olema	`olle
puu	puu
vage	vage
mõni	möni
hüüdma	`hüittas
kauss	kauss
ka	kaa
puu	puu
vage	vage
ja	ja
kus	kus
puu+vage	puu+vage
olema	on
ja	ja
kus	kus
ja	ja
siis	siis
jälle	`jälle
puu	puu
puu+koost	puu+goost
nii	nii
kaua	kauwa
olema	old
ikka	`ikka
koost	koostad
kui	kui
kui	kui
kui	kui
jälle	`jälle
siis	siis
need	nee
e	e
puu	puust
olema	`olled
aga	a
kui	ku
plekk	plekkist
olema	oli
siis	siis
minema	läksid
lusikas	luusiguks
jaa	jaa
jah	jahh
piima+pütt	piima+büttid
olema	`ollid
kõik	köik
olema	`ollid
olema	`ollid
e	e
ühe+sugune	ühe+sugust
pealt	päält
ja	ja
alt	alt
üks	`ühte
üks	ühe
laiune	laijused
ja	ja
seal	sääl
olema	oli
siis	siis
e	e
kolm	kolm
neli	neli
tükk	`tükki
vits	`vitsa
peal	peal
ja	ja
ja	ja
puu+ämber	puu+`hämbrid
olema	`olled
e	e
mets	metsast
tooma	`toodi
üks	üks
vähene	vähene
noor	noor
kask	kask
ära	ära
see	see
ajama	aeadi
aga	aga
keer	keerud
peale	`pääle
ja	ja
sedasi	sedasi
panema	`pandi
e	e
siis	siis
jälle	jälle
see	see
sang	sang
peale	`pääle
ja	ja
ja	ja
see	sell
ja	ja
võtma	`veetti
vesi	vett
puu	`puudest
olema	old
oh	ohh
mina	maa
mäletama	mälettan
see	seda
ämber	`hämbrit
küll	küll
kohe	kohe
kui	kui
mina	ma
veel	veel
vana	vana
kodu	kodu
elama	elasi
meie	meil
olema	pole
meie	meil
olema	pole
plekk+ämber	plekk+`hämbrid
olema+ki	olngid
isa	isa
tegema	tegi
puu	puust
ja	ja
see	see
olema	olli
olema	olle
see	see
no	no
see	see
olema	olli
neli+teist	nelja+deisme
aastane	aastane
kui	kui
mina	ma
siia	siija
elama	elama
tulema	`tulle
üks	ühes
koht	kohas
olema	`olli
siis	siis
sein	seina
äär	`ääres
olema	`olli
üks	üks
üks	üks
suur	suur
küna	küna
ja	ja
seal	sääl
olema	`olle
tuhk	tuhk
olema	`olle
sees	sees
ja	ja
panema	`pandi
tuline	tulist
vesi	vett
peale	`pääle
ja	ja
siis	siis
tuhk	tuhaga
küürima	küiridi
need	nee
e	e
need	nee
puu	puust
nõu	nöud
nii	nii
puhas	`puhtaks
need	nee
olema	led
nii	nii
puhas	`puhtad
ja	ja
valge	`valged
et	et
tuhk	tuhaga
e	e
jälle	jälle
pesema	`pesti
puhas	`puhtaks
need	need
puu+lüpsik	puu+lüpsik
olema	`olle
toru	toru
toru	toru
olema	`olle
küljes	`külges
ja	ja
plekk	plekk
plekk	`plekki
olema	pole
nägema	`nähja
olema	oln
või	vöid
tegema	`tehti
üks	üks
nii	nii
pikk	pitk
olema	`olle
sedasi	sedasi
jaa	jaa
noh	nohh
see	see
olema	`olle
ikka	`ikke
e	e
nagu	nagu
see	se
olema	`olle
umbes	`umbes
sedasi	seasi
nii	nii
nii	nii
nii	nii
nii	nii
suur	suure
piir	piiriga
olema	`olle
sedasi	sedasi
ja	ja
siis	sis
seal	sääl
olema	`olli
üks	üks
suur	sur
suur	sur
laud	lauwa
sisse	`sisse
olema	`ollid
e	e-e
tegema	`tehtud
auk	augud
ja	ja
see	sel
olema	oll
vars	vars
taga	taga
ja	ja
see	see
panema	`pandi
sinna	sönna
sisse	`sesse
ja	ja
see	seda
sedasi	sedasi
peksma	peksedi
nii	nii
kaua	kauwa
kui	kui
või	vöi
valmis	`valmis
minema	läks
koor	koore
putk	putk
ek	ek
e	e
see	see
mänd	männ
olema	`olle
see	see
hüüdma	`hüitti
mänd	männ
jah	jahh
noh	nohh
see	see
mõni	möni
tahtma	tahts
see	seda
ise	ise
ka	kaa
sööma	`süija
ja	ja
see	see
andma	`antti
siis	siis
siga	sigadele
ja	ja
vasikas	vasigattele
ja	ja
andma	`antti
see	seda
või	vöi
piim	`piima
noh	nohh
siis	sii
aga	aga
siis	siis
olema	pole
siis	siis
sina	sull
olema	oli
ikka	`ikka
ikka	`ikka
kaks	kaks
kaks	kaks
ja	ja
kolm	kolm
lehm	`lehma
olema	`olle
ega	äga
siis	sis
olema	pole
nii	nii
vähe	vähe
olema	olnd
kui	kui
nüüd	nüüd
nagu	nagu
nüüd	nüüd
üks	üks
olema	onn
siis	siss
olema	`olle
see	seda
piim	`piima
saama	sai
rohkem	`rohkem
jaa	jaa
jah	jahh
või	vöid
või	vöi
pesema	`pesti
ikka	`ikka
nii	ni
e	e-e
puhas	`puhtaks
ja	ja
panema	`pandi
sool	`soola
sisse	`sisse
ja	ja
ei	äi
mitte	`mitte
või	vöi
see	see
võtma	`vöötti
ikka	`ikka
ära	ära
kauss	kausi
sisse	`sisse
panema	`pandi
tema	ta
e	e
võtma	`vöötti
või	vöi
ja	ja
e	e
ja	ja
ja	ja
pesema	`pesti
puhas	`puhtaks
ja	ja
panema	`pandi
sool	`soola
sisse	`sisse
ja	ja
e	e
ja	jaa
ja	jaa
sügis	sügise
korjama	korjadi
suur	suur
kümme	`kümne
naelane	naelane
pütt	pütt
täis	täis
talv	`talveks
ja	ja
jõul	`jöuluks
ja	ja
või	vöid
kui	kui
lehm	lehmad
kinni	`kinni
olema	`olled
siis	siis
olema	pole
saama	saaea
või	vöid
nn	nn
jah	jahh
supp	`suppi
keetma	keededi
ka	kaa
ja	ja
kui	kui
e	e
kui	kui
lehm	lehm
piim	`piima
tooma	töi
värske	`värske
piim	piimast
siis	siis
tegema	`tehti
tirn	`tirne
ka	kaa
ja	ja
vaata	vaada
värske	`värske
piim	piim
kui	kui
sina	sa
e	e
tema	taa
kui	kui
sina	sa
tema	teda
keetma	keedad
mina	maa
siis	siis
tema	ta
minema	läheb
ja	ja
kokku	`kokku
tema	taa
tema	ta
minema	läheb
nii	nii
nii	nii
kokku	`kokku
et	et
et	et
siis	siis
see	see
hüüdma	`hüitti
tirn	tirn
aga	agaa
aga	aga
mis	miss
juba	juba
vana	vanem
piim	piim
olema	onn
see	see
ei	ei
keema	kee
enam	änam
kokku	`kokku
näh	nähh
see	seda
sööma	`söödi
muidu	muidu
ja	ja
leib	leiva
kõrval	`körvas
ka	kaa
ja	ja
mõni	möni
võtma	`vöttis
leib	`leiba
ka	kaa
ja	ja
e	e
noh	nohh
e	e
lau+päev	`laubä
õhtu	`öhtu
ja	ja
kesk+nädal	kes+nädala
õhtu	`öhtu
need	nee
olema	olid
ikka	`ikka
pudru+õhtu	pudru+`öhtud
siis	siis
keetma	keededi
siis	siis
pidama	pidi
siis	siis
keetma	keededi
ikka	`ikka
puder	pudru
na	na
jaa	jaa
aga	aga
kui	kui
keegi	kennegil
olema	pole
nii	nii
palju	palju
e	e
jahu	jahu
või	vöi
olema	oln
üks+kõik	üks+keik
mis	mis
asi	`asja
keetma	`keettis
aga	aga
aga	aga
see	see
ikka	`ikka
olema	`olle
sedasi	sedasi
et	et
need	`nende
need	`nende
päev	`pääva
keetma	keededi
ega	äga
teine	`teiste
õhtu	`öhtade
peal	pääl
olema	`olle
siis	siis
üks+kõik	üks+keik
mis	miss
mis	mis
juhtuma	`juhtus
eh	ehh
vili	vili
laskma	`lasti
veski	`veskel
peen	`peeneks
ja	ja
siis	siis
sõeluma	sööludi
e	e-e
sõeluma	sööludi
ära	ära
siis	siiss
jääma	jäid
nüüd	nüid
e	e
alt+poolt	alt+poolt
jahu	jahud
tulema	tulid
läbi	läbi
sõel	sööla
aga	aga
pealt	päält
e	e
jääma	jäid
peale	`pääle
e	e
need	need
e	e-e
siis	ziis
jälle	jälle
e	e
need	nendest
need	nendest
keetma	keededi
aga	aga
mina	mina
mäletama	mälettan
juba	juba
see	seda
kui	kui
kui	kui
olema	`ollid
e	e
nii+sugune	niisugune
veski	`veski
olema	`olle
siis	sii
mina	mina
tegema	tee
Vahtra	`Vahtra
pool	pool
või	vöi
kus	kus
see	see
olema	oll
kui	kui
isa	isa
käima	käis
laskma	`laskis
tang	`tangu
oh	ohh
kui	kui
hea	head
need	nee
olema	`ollid
jah	jaahh
aga	aga
see	seda
moodi	`moodi
tegema	`tehti
et	et
jah	jahh
sõel	söölaga
sõeluma	sööludi
ära	ära
siis	siis
välja	`välja
ja	ja
siis	siss
need	need
e	e
need	need
jahu	jahud
sõeluma	söölud
ära	ära
ja	ja
ja	ja
nemad	nende
jahu	jahudest
tegema	`tehti
tegema	`tehti
suur	suur
toober	toor
tegema	`tehti
täis	täis
need	neid
ja	ja
söömine	`söömist
ja	ja
siis	siis
jälle	`jälle
mm	mm
e	e-e
tegema	`tehti
valmis	`valmis
ja	ja
viima	`viidi
ait	`aitte
ja	ja
seal	sääl
nemad	nad
külmama	`külmasid
ära	ära
talv	`talvel
peksma	peksedi
ja	ja
sulatama	sulattadi
ja	ja
tooma	`toodi
ja	ja
sööma	`söödi
need	neid
talv	`talve
talv	`talve
läbi	läbi
soe	sooea
vesi	vee
sisse	`sisse
panema	`pandi
jahu	jahud
ja	ja
e	e
siis	siis
jälle	`jälle
siis	siis
natuke	nattune
e	e
rasv	rasv
e	e
sulatama	sulattadi
sekka	`sekka
ka	kaa
ja	ja
siis	siss
aitama	`aittas
küll	küll
tegema	teha
ajama	`aedi
sool	`soolde
sisse	`sisse
siis	siis
olema	olid
e	e
e	e
sarv	sarvest
e	e-e
loom	looma
sarv	sarvest
olema	`ollid
tegema	`tehtud
nii+sugune	nii+sugused
mis	mis
sedasi	`seasi
teine	teine
ots	ots
olema	oli
siis	siis
vähe	vähe
lai	laijem
ja	ja
teine	teine
ots	ots
panema	`pandi
siis	siis
sinna	`sinna
sool	soole
sisse	`sisse
ja	ja
see	seda
see	seda
kaudu	kaude
ajama	aedi
siis	sis
sisse	`sisse
ja	ja
siis	siss
e	e
hüüdma	`hüidi
mm	mm
hüüdma	`hüidi
maki+valem	makki+valemid
maki+valem	makki+valemed
hüüdma	`hüitti
jah	jahh
olema	`olle
olema	`olle
need	nende
nimi	nimi
ja	ja
need	nee
need	nee
kui	kui
valmis	`valmis
olema	`olled
panema	`pandi
lõng	löˆnna
peale	`pääle
üks	`ühte
koht	kohta
varn	varna
otsa	`otsa
ja	ja
ja	ja
seisma	`seisis
nii+kaua	nii+gauwa
jälle	`jälle
kui	kui
teine	teise
õhtu	`öhta
teine	teise
õhtu	`öhta
jälle	`jälle
tarvis	tarvis
olema	`olle
loom	looma
loom	looma
sarv	sarvest
olema	old
tegema	`tehtud
veis	`veise
sarv	sarvest
siis	siis
nii+sugune	nii+sugust
ei	äi
ei	äi
keetma	keededi
ikka	`ikka
ikka	`ikka
katel	`katlas
keetma	keededi
siis	siis
mina	ma
mäletama	mäletta
kui	kui
ema	ema
keetma	`keettis
siis	siis
olema	`olli
veel	viil
vääne	vääne
vääne	vääne
m	m
jälle	`jälle
vääne	vääne
raud	raud
nagu	nagu
need	nendel
e	e
natuke	nattust
jäme	jämem
kui	kui
varras	varras
torkima	`torkkis
kui	kui
kui	kui
mina	mina
olema	pole
need	neid
mitte	`mitte
keetma	keetn
mina	mina
olema	olin
nii	nii
laps	laps
veel	veel
siis	siis
asi	asjad
olema	olid
kaduma	kadund
kui	kui
mina	mina
keetma	`keetma
hakkama	`akkasi
ära	ää
torkima	`torkkis
sedasi	sedasi
auk	`aukkusi
need	`nendele
sisse	`sisse
et	et
muidu	muidu
olema	aa
see	see
et	et
minema	`lähvad
katki	`katki
siis	sis
torkima	`torkkis
katel	`katlas
võtma	`vöttis
kulp	kulbiga
välja	`välja
torkima	`torkkis
ja	ja
panema	pani
uuesti	uuwesti
katel	`katla
jälle	`jälle
ema	ema
keetma	`keettis
ikka	`ikka
need	neid
näh	nähh
need	neid
tegema	`tehti
